step,Z_site1,Z_site2,Z_site3,Z_site4,Z_site5,Z_site6,Z_site7,Z_site8,Z_site9,Z_site10,Z_site11,Z_site12
0,1.0,-1.0,1.0,-1.0,1.0,-1.0,1.0,-1.0,1.0,-1.0,1.0,-1.0
1,0.9664127443176274,-0.9604038514791728,0.9604311616717032,-0.9604311616717032,0.9604311616717032,-0.9604312769252068,0.9604314596415892,-0.9604313011069697,0.9604311313470746,-0.9604209457160893,0.9604024793333897,-0.9664127956994631
2,0.8597724941363833,-0.8477026435026896,0.8479220865295874,-0.8479329250463923,0.8479186725941041,-0.8479332401876706,0.8479194562057706,-0.8479336340716467,0.847919469593415,-0.8479259226402732,0.8476863956353323,-0.8597868708993686
3,0.6960618983173451,-0.6790511134198567,0.679754832820014,-0.6797963558189443,0.679725141742797,-0.6797969622764989,0.6797263056181854,-0.6797975465377657,0.6797266366702436,-0.6798134930288311,0.6789745186160432,-0.6961336755630536
4,0.4995291531328845,-0.4791444159727521,0.4807032206951699,-0.48076262360602917,0.480581649997496,-0.48076492203565435,0.48058302401127767,-0.48076540874636164,0.48058210147655644,-0.4808661248895802,0.47894680098451103,-0.49971281019316666
5,0.29726714801198617,-0.2752783213416269,0.2780959849295674,-0.27806741209845176,0.27775851651812844,-0.27807739476654225,0.2777597548642018,-0.27807749194501996,0.27775111199698754,-0.27838016597914683,0.2749248594658271,-0.29758639601837233
6,0.11419276118453697,-0.09231032304357562,0.09676755407210691,-0.09641366819104796,0.09603647284875738,-0.09644770208799164,0.09603661862219387,-0.09644760017773862,0.09600324314930359,-0.09712228830915237,0.09183033992353423,-0.11460227288935751
7,-0.030998956183730206,0.051336623311407426,-0.04496158018817198,0.04599078277418944,-0.04628817421263953,0.04589856939353537,-0.04629171677280525,0.04589701884531394,-0.046384468325093464,0.04465443831966087,-0.05184456495608725,0.030616988974325614
8,-0.12814725199473656,0.14589362958886765,-0.13752143811257356,0.13960680388391689,-0.139621417826228,0.13939777651596397,-0.13963469589648692,0.13938899394674437,-0.13984554660412368,0.13740225956416818,-0.1463006023089915,0.12794103659863884
9,-0.17596353739782022,0.1904881831366254,-0.18032041822268519,0.1837594370739995,-0.18329465092757086,0.1833474391924912,-0.18332976361453573,0.18331922361345665,-0.1837444435304103,0.18048250622601625,-0.1906991401125951,0.17604328663197719
10,-0.18064488482072028,0.19169376097740032,-0.18023773059042048,0.18514913607714628,-0.18406844652534338,0.1844242601733122,-0.18414669838238512,0.18435442690140907,-0.18487439458398647,0.18067331286912702,-0.19169966713274728,0.18102665833340412
